iter	RMSE
562	1.734262303
563	1.732104124
564	1.729153245
565	1.726990809
566	1.723675778
567	1.72213461
568	1.719689697
569	1.719190424
570	1.715591935
571	1.710884625
572	1.709697468
573	1.707156819
574	1.704429275
575	1.700651643
576	1.698876984
577	1.696799986
578	1.693219929
579	1.69239682
580	1.687623228
581	1.683440983
582	1.681970449
583	1.680814156
584	1.678350335
585	1.675278048
586	1.674443008
587	1.672751199
588	1.669177052
589	1.667179767
590	1.665262775
591	1.662291142
592	1.660144277
593	1.659221109
594	1.656165091
595	1.652315991
596	1.650697629
597	1.650064393
598	1.647185278
599	1.644691521
600	1.641230703
601	1.638977191
602	1.637979507
603	1.634506974
604	1.633849579
605	1.629998002
606	1.626647773
607	1.622745639
608	1.619903003
609	1.616579785
610	1.615813306
611	1.614320054
612	1.611627497
613	1.610149521
614	1.608338146
615	1.607615978
616	1.605920606
617	1.604361325
618	1.604325586
619	1.603337674
620	1.601265546
621	1.598262473
622	1.596736546
623	1.594845158
624	1.592653623
625	1.59088712
626	1.590034397
627	1.588984858
628	1.588850404
629	1.588821308
630	1.587393058
631	1.585440775
632	1.582726005
633	1.580961685
634	1.578655753
635	1.57618704
636	1.574725326
637	1.570951265
638	1.568676963
639	1.5655514
640	1.565292784
641	1.563913805
642	1.561475123
643	1.558684656
644	1.558418254
645	1.555911176
646	1.555396979
647	1.55337976
648	1.549562175
649	1.548636862
650	1.546582849
651	1.545870529
652	1.544779245
653	1.543664078
654	1.542635135
655	1.540528786
656	1.538257734
657	1.534268518
658	1.531967842
659	1.528685385
660	1.526065028
661	1.52349913
662	1.522744565
663	1.522632659
664	1.520921603
665	1.520819707
666	1.518332117
667	1.517630582
668	1.51689768
669	1.514912111
670	1.512769358
671	1.509995963
672	1.509308235
673	1.508214637
674	1.50653771
675	1.504740707
676	1.503124263
677	1.502853655
678	1.501739217
679	1.499474966
680	1.498380983
681	1.496591667
682	1.49568288
683	1.493946883
684	1.490830863
685	1.490805213
686	1.48924113
687	1.486196988
688	1.483761203
689	1.481912251
690	1.479338963
691	1.475758548
692	1.473659392
693	1.470136605
694	1.47009267
695	1.467496351
696	1.46517552
697	1.464854134
698	1.464249573
699	1.461379708
700	1.459469441
701	1.459425248
702	1.456724657
703	1.453477927
704	1.452138783
705	1.450933401
706	1.44795385
707	1.446692329
708	1.444613623
709	1.442145302
710	1.440473545
711	1.440041509
712	1.438668828
713	1.43732074
714	1.435000081
715	1.431603267
716	1.430474438
717	1.430391035
718	1.429447322
719	1.426255386
720	1.423429389
721	1.422488207
722	1.421518225
723	1.419984302
724	1.418476942
725	1.416418907
726	1.416310093
727	1.416289737
728	1.413605087
729	1.413574471
730	1.412223962
731	1.41124456
732	1.409363577
733	1.408410873
734	1.405754991
735	1.403784245
736	1.402012826
737	1.40147399
738	1.400640779
739	1.400335522
740	1.397085771
741	1.394051568
742	1.392052368
743	1.389773086
744	1.389080976
745	1.386469523
746	1.385148801
747	1.38420348
748	1.381811769
749	1.380302869
750	1.378277346
751	1.376139783
752	1.375473012
753	1.373646111
754	1.371799833
755	1.371768568
756	1.370607746
757	1.369154537
758	1.367906533
759	1.36647162
760	1.365542852
761	1.36396912
762	1.362782222
763	1.362242633
764	1.360626106
765	1.359695729
766	1.358132612
767	1.356635449
768	1.354236288
769	1.351596386
770	1.349732044
771	1.348928349
772	1.346609353
773	1.345356082
774	1.344233537
775	1.343427195
776	1.342925309
777	1.341697953
778	1.340666846
779	1.340654563
780	1.339297721
781	1.338032481
782	1.335665803
783	1.334018606
784	1.333270781
785	1.33178594
786	1.329123939
787	1.328464257
788	1.327092149
789	1.32477807
790	1.32337314
791	1.321965883
792	1.320926299
793	1.320179151
794	1.318478351
795	1.316928983
796	1.316455752
797	1.314685931
798	1.313490152
799	1.313459984
800	1.312057274
801	1.309296563
802	1.308074378
803	1.307454567
804	1.305788182
805	1.30311791
806	1.302731943
807	1.300492907
808	1.299187434
809	1.298186187
810	1.297813836
811	1.29628392
812	1.295485617
813	1.294727208
814	1.293110143
815	1.29203562
816	1.290669588
817	1.288841781
818	1.287015377
819	1.285089021
820	1.282559903
821	1.28095624
822	1.279409191
823	1.278916211
824	1.276489716
825	1.275621091
826	1.275136536
827	1.274688579
828	1.272642369
829	1.27150816
830	1.270436918
831	1.26910548
832	1.267791967
833	1.264993762
834	1.262733677
835	1.261413623
836	1.259574861
837	1.258869702
838	1.258064817
839	1.255266451
840	1.254428964
841	1.252259737
842	1.251677358
843	1.249761535
844	1.248472435
845	1.24589509
846	1.242696794
847	1.239810603
848	1.238003214
849	1.237988643
850	1.237943343
851	1.236857698
852	1.234819037
853	1.233452965
854	1.23113328
855	1.230077202
856	1.229437691
857	1.229415843
858	1.228779549
859	1.228362266
860	1.226564278
861	1.224496508
862	1.223482119
863	1.223468885
864	1.222758918
865	1.22117618
866	1.220189608
867	1.217148643
868	1.215391573
869	1.212782941
870	1.212469119
871	1.210945462
872	1.209711084
873	1.208178268
874	1.207193217
875	1.205345846
876	1.204709533
877	1.202756699
878	1.20034879
879	1.199498235
880	1.199475913
881	1.197499458
882	1.19645953
883	1.196073811
884	1.195079771
885	1.19440512
886	1.193218529
887	1.19206325
888	1.190282564
889	1.188108269
890	1.186664484
891	1.186161782
892	1.184999389
893	1.184162615
894	1.181437834
895	1.179748578
896	1.176334443
897	1.172209381
898	1.170489118
899	1.169806654
900	1.169798611
901	1.168683689
902	1.168283026
903	1.167752771
904	1.166524839
905	1.164893685
906	1.164202322
907	1.163187576
908	1.161653925
909	1.16000377
910	1.159327132
911	1.159123412
912	1.157167142
913	1.156315703
914	1.156081847
915	1.155775051
916	1.154957736
917	1.154094275
918	1.153103372
919	1.152612512
920	1.152129628
921	1.151622323
922	1.149843282
923	1.14858917
924	1.146792311
925	1.1463881
926	1.145517266
927	1.145034601
928	1.143678243
929	1.141626877
930	1.140878111
931	1.13984526
932	1.138819735
933	1.138283422
934	1.135845222
935	1.134443325
936	1.134152734
937	1.133801457
938	1.132217644
939	1.131852387
940	1.129657649
941	1.128864722
942	1.128833223
943	1.127429199
944	1.126864198
945	1.125287985
946	1.124070265
947	1.122559371
948	1.122352537
949	1.121862167
950	1.121289038
951	1.120975304
952	1.119865859
953	1.119186594
954	1.119168191
955	1.117691316
956	1.1154246
957	1.114833625
958	1.114505678
959	1.113469241
960	1.112450198
961	1.11129116
962	1.109289289
963	1.107982181
964	1.106387914
965	1.10506434
966	1.104409707
967	1.103734354
968	1.102977423
969	1.101796948
970	1.100451998
971	1.09920755
972	1.098535498
973	1.096943337
974	1.096859894
975	1.096556027
976	1.094812952
977	1.094774856
978	1.093691891
979	1.091545107
980	1.089521314
981	1.08892338
982	1.0862756
983	1.085489124
984	1.083901808
985	1.083580044
986	1.081644377
987	1.080264317
988	1.080103181
989	1.080034755
990	1.078839018
991	1.076485687
992	1.075074599
993	1.075021712
994	1.07351682
995	1.072442306
996	1.071953596
997	1.071059725
998	1.070856799
999	1.070271646
